epochs,batch_size,init_lr,lr_red,model_depth,loss,kernel_size,auc
15.0,32.0,0.0001,no,12.0,bce,"(40, 20, 10)",0.8386253282570406
15.0,32.0,0.0001,no,12.0,bce,"(60, 30, 15)",0.8296751167859523
15.0,32.0,0.0001,no,12.0,wbce,"(20, 10, 5)",0.8055279515110384
15.0,32.0,0.0001,no,12.0,wbce,"(40, 20, 10)",0.8296066051828784
15.0,32.0,0.0001,no,12.0,wbce,"(60, 30, 15)",0.832622666905754
15.0,32.0,1e-05,yes,6.0,bce,"(20, 10, 5)",0.6243291231013154
15.0,32.0,1e-05,yes,6.0,bce,"(40, 20, 10)",0.6248790028715931
15.0,32.0,1e-05,yes,6.0,bce,"(60, 30, 15)",0.6182039243302784
15.0,32.0,1e-05,yes,6.0,wbce,"(20, 10, 5)",0.6141684647363982
15.0,32.0,1e-05,yes,6.0,wbce,"(40, 20, 10)",0.6221228176871264
15.0,32.0,1e-05,yes,6.0,wbce,"(60, 30, 15)",0.6189115364987375
15.0,32.0,1e-05,yes,9.0,bce,"(20, 10, 5)",0.610235553775938
15.0,32.0,1e-05,yes,9.0,bce,"(40, 20, 10)",0.6136108983568526
15.0,32.0,1e-05,yes,9.0,bce,"(60, 30, 15)",0.6302240451186555
15.0,32.0,1e-05,yes,9.0,wbce,"(20, 10, 5)",0.6399595445343785
15.0,32.0,1e-05,yes,9.0,wbce,"(40, 20, 10)",0.6214580894116353
15.0,32.0,1e-05,yes,9.0,wbce,"(60, 30, 15)",0.6263543360353508
15.0,32.0,1e-05,yes,12.0,bce,"(20, 10, 5)",0.6425676675267823
15.0,32.0,1e-05,yes,12.0,bce,"(40, 20, 10)",0.628461975147853
15.0,32.0,1e-05,yes,12.0,bce,"(60, 30, 15)",0.6325313234265778
15.0,32.0,1e-05,yes,12.0,wbce,"(20, 10, 5)",0.6137196666734057
15.0,32.0,1e-05,yes,12.0,wbce,"(40, 20, 10)",0.6266038705016653
15.0,32.0,1e-05,yes,12.0,wbce,"(60, 30, 15)",0.6410717137063991
15.0,32.0,1e-05,no,6.0,bce,"(20, 10, 5)",0.6820799412136211
15.0,32.0,1e-05,no,6.0,bce,"(40, 20, 10)",0.7176710797044641
15.0,32.0,1e-05,no,6.0,bce,"(60, 30, 15)",0.7290676959493405
15.0,32.0,1e-05,no,6.0,wbce,"(20, 10, 5)",0.6427296518900804
15.0,32.0,1e-05,no,6.0,wbce,"(40, 20, 10)",0.6838280206670682
15.0,32.0,1e-05,no,6.0,wbce,"(60, 30, 15)",0.6771025688158671
15.0,32.0,1e-05,no,9.0,bce,"(20, 10, 5)",0.7005241326604469
15.0,32.0,1e-05,no,9.0,bce,"(40, 20, 10)",0.7041227625336418
15.0,32.0,1e-05,no,9.0,bce,"(60, 30, 15)",0.7429686369983363
15.0,32.0,1e-05,no,9.0,wbce,"(20, 10, 5)",0.6442421903533432
15.0,32.0,1e-05,no,9.0,wbce,"(40, 20, 10)",0.6862649630417531
15.0,32.0,1e-05,no,9.0,wbce,"(60, 30, 15)",0.6986773855401908
15.0,32.0,1e-05,no,12.0,bce,"(20, 10, 5)",0.7049842883794261
15.0,32.0,1e-05,no,12.0,bce,"(40, 20, 10)",0.7160639447374034
15.0,32.0,1e-05,no,12.0,bce,"(60, 30, 15)",0.6979764261516737
15.0,32.0,1e-05,no,12.0,wbce,"(20, 10, 5)",0.6536274477239875
15.0,32.0,1e-05,no,12.0,wbce,"(40, 20, 10)",0.6743667727386393
15.0,32.0,1e-05,no,12.0,wbce,"(60, 30, 15)",0.6877588337638866
15.0,64.0,0.001,yes,6.0,bce,"(20, 10, 5)",0.7270266321553273
15.0,64.0,0.001,yes,6.0,bce,"(40, 20, 10)",0.7488436499404664
15.0,64.0,0.001,yes,6.0,bce,"(60, 30, 15)",0.7634590882203107
15.0,64.0,0.001,yes,6.0,wbce,"(20, 10, 5)",0.6742037347776259
15.0,64.0,0.001,yes,6.0,wbce,"(40, 20, 10)",0.6953465202409822
15.0,64.0,0.001,yes,6.0,wbce,"(60, 30, 15)",0.7118231681510864
15.0,64.0,0.001,yes,9.0,bce,"(20, 10, 5)",0.7495685394453186
15.0,64.0,0.001,yes,9.0,bce,"(40, 20, 10)",0.7519935802981049
15.0,64.0,0.001,yes,9.0,bce,"(60, 30, 15)",0.7633986144968343
15.0,64.0,0.001,yes,9.0,wbce,"(20, 10, 5)",0.7126629386317331
15.0,64.0,0.001,yes,9.0,wbce,"(40, 20, 10)",0.7058404365650993
15.0,64.0,0.001,yes,9.0,wbce,"(60, 30, 15)",0.7463298112817004
15.0,64.0,0.001,yes,12.0,bce,"(20, 10, 5)",0.7173162080827042
15.0,64.0,0.001,yes,12.0,bce,"(40, 20, 10)",0.7416868996272535
15.0,64.0,0.001,yes,12.0,bce,"(60, 30, 15)",0.7635156272833145
15.0,64.0,0.001,yes,12.0,wbce,"(20, 10, 5)",0.7129236193092119
15.0,64.0,0.001,yes,12.0,wbce,"(40, 20, 10)",0.7009851191358595
15.0,64.0,0.001,yes,12.0,wbce,"(60, 30, 15)",0.7301816160539824
15.0,64.0,0.001,no,6.0,bce,"(20, 10, 5)",0.8545238852752323
15.0,64.0,0.001,no,6.0,bce,"(40, 20, 10)",0.847962450340033
15.0,64.0,0.001,no,6.0,bce,"(60, 30, 15)",0.8464175794585881
15.0,64.0,0.001,no,6.0,wbce,"(20, 10, 5)",0.8543512490261956
15.0,64.0,0.001,no,6.0,wbce,"(40, 20, 10)",0.8641754907304079
15.0,64.0,0.001,no,6.0,wbce,"(60, 30, 15)",0.8413805627158512
15.0,64.0,0.001,no,9.0,bce,"(20, 10, 5)",0.8476135691632173
15.0,64.0,0.001,no,9.0,bce,"(40, 20, 10)",0.8442037197020514
15.0,64.0,0.001,no,9.0,bce,"(60, 30, 15)",0.8226386186054513
15.0,64.0,0.001,no,9.0,wbce,"(20, 10, 5)",0.8549521599839663
15.0,64.0,0.001,no,9.0,wbce,"(40, 20, 10)",0.8647585558769615
15.0,64.0,0.001,no,9.0,wbce,"(60, 30, 15)",0.8574271998861369
15.0,64.0,0.001,no,12.0,bce,"(20, 10, 5)",0.8603227960291818
15.0,64.0,0.001,no,12.0,bce,"(40, 20, 10)",0.841256009143763
15.0,64.0,0.001,no,12.0,bce,"(60, 30, 15)",0.8254861973895937
15.0,64.0,0.001,no,12.0,wbce,"(20, 10, 5)",0.8628903381657377
15.0,64.0,0.001,no,12.0,wbce,"(40, 20, 10)",0.8465621005455701
15.0,64.0,0.001,no,12.0,wbce,"(60, 30, 15)",0.8324086989193642
15.0,64.0,0.0001,yes,6.0,bce,"(20, 10, 5)",0.6416430767580467
15.0,64.0,0.0001,yes,6.0,bce,"(40, 20, 10)",0.661079407048624
15.0,64.0,0.0001,yes,6.0,bce,"(60, 30, 15)",0.6486451207008582
15.0,64.0,0.0001,yes,6.0,wbce,"(20, 10, 5)",0.6263415689243955
15.0,64.0,0.0001,yes,6.0,wbce,"(40, 20, 10)",0.635590910401623
15.0,64.0,0.0001,yes,6.0,wbce,"(60, 30, 15)",0.6224453067841793
15.0,64.0,0.0001,yes,9.0,bce,"(20, 10, 5)",0.6549591879141277
15.0,64.0,0.0001,yes,9.0,bce,"(40, 20, 10)",0.6802283178503582
15.0,64.0,0.0001,yes,9.0,bce,"(60, 30, 15)",0.6912504070984857
15.0,64.0,0.0001,yes,9.0,wbce,"(20, 10, 5)",0.634485614888267
15.0,64.0,0.0001,yes,9.0,wbce,"(40, 20, 10)",0.6186927157161327
15.0,64.0,0.0001,yes,9.0,wbce,"(60, 30, 15)",0.6618402366652568
15.0,64.0,0.0001,yes,12.0,bce,"(20, 10, 5)",0.6382849425316346
15.0,64.0,0.0001,yes,12.0,bce,"(40, 20, 10)",0.667682135526135
15.0,64.0,0.0001,yes,12.0,bce,"(60, 30, 15)",0.6715183834192467
15.0,64.0,0.0001,yes,12.0,wbce,"(20, 10, 5)",0.6461399011162522
15.0,64.0,0.0001,yes,12.0,wbce,"(40, 20, 10)",0.6244916879072732
15.0,64.0,0.0001,yes,12.0,wbce,"(60, 30, 15)",0.6241752911348427
15.0,64.0,0.0001,no,6.0,bce,"(20, 10, 5)",0.7657646865283353
15.0,64.0,0.0001,no,6.0,bce,"(40, 20, 10)",0.8209938765813862
15.0,64.0,0.0001,no,6.0,bce,"(60, 30, 15)",0.8151904111268973
15.0,64.0,0.0001,no,6.0,wbce,"(20, 10, 5)",0.7577071088608748
15.0,64.0,0.0001,no,6.0,wbce,"(40, 20, 10)",0.7659119759464965
15.0,64.0,0.0001,no,6.0,wbce,"(60, 30, 15)",0.7906511062453984
15.0,64.0,0.0001,no,9.0,bce,"(20, 10, 5)",0.786592594577412
15.0,64.0,0.0001,no,9.0,bce,"(40, 20, 10)",0.8193406215151747
15.0,64.0,0.0001,no,9.0,bce,"(60, 30, 15)",0.8203450592796581
15.0,64.0,0.0001,no,9.0,wbce,"(20, 10, 5)",0.7594538855371543
15.0,64.0,0.0001,no,9.0,wbce,"(40, 20, 10)",0.7961055505757737
15.0,64.0,0.0001,no,9.0,wbce,"(60, 30, 15)",0.7926307371840853
15.0,64.0,0.0001,no,12.0,bce,"(20, 10, 5)",0.7681050102904914
15.0,64.0,0.0001,no,12.0,bce,"(40, 20, 10)",0.7808438670139336
15.0,64.0,0.0001,no,12.0,bce,"(60, 30, 15)",0.8095227727471705
15.0,64.0,0.0001,no,12.0,wbce,"(20, 10, 5)",0.7624924486433935
15.0,64.0,0.0001,no,12.0,wbce,"(40, 20, 10)",0.7858148451742523
15.0,64.0,0.0001,no,12.0,wbce,"(60, 30, 15)",0.7921631460998905
15.0,64.0,1e-05,yes,6.0,bce,"(20, 10, 5)",0.6281941147909991
15.0,64.0,1e-05,yes,6.0,bce,"(40, 20, 10)",0.6163620674117216
15.0,64.0,1e-05,yes,6.0,bce,"(60, 30, 15)",0.6439573210018835
15.0,64.0,1e-05,yes,6.0,wbce,"(20, 10, 5)",0.6165349536022467
15.0,64.0,1e-05,yes,6.0,wbce,"(40, 20, 10)",0.6060054091924107
15.0,64.0,1e-05,yes,6.0,wbce,"(60, 30, 15)",0.5991817802405567
15.0,64.0,1e-05,yes,9.0,bce,"(20, 10, 5)",0.6136015876727992
15.0,64.0,1e-05,yes,9.0,bce,"(40, 20, 10)",0.6296985416853348
15.0,64.0,1e-05,yes,9.0,bce,"(60, 30, 15)",0.6505532440335124
15.0,64.0,1e-05,yes,9.0,wbce,"(20, 10, 5)",0.6239037278408959
15.0,64.0,1e-05,yes,9.0,wbce,"(40, 20, 10)",0.6302205321963498
15.0,64.0,1e-05,yes,9.0,wbce,"(60, 30, 15)",0.6340589108678863
15.0,64.0,1e-05,yes,12.0,bce,"(20, 10, 5)",0.6250490107788739
15.0,64.0,1e-05,yes,12.0,bce,"(40, 20, 10)",0.6119095155492641
15.0,64.0,1e-05,yes,12.0,bce,"(60, 30, 15)",0.6249947528220952
15.0,64.0,1e-05,yes,12.0,wbce,"(20, 10, 5)",0.6161478041207278
15.0,64.0,1e-05,yes,12.0,wbce,"(40, 20, 10)",0.6314671452037598
15.0,64.0,1e-05,yes,12.0,wbce,"(60, 30, 15)",0.634691011528149
15.0,64.0,1e-05,no,6.0,bce,"(20, 10, 5)",0.6601124679143067
15.0,64.0,1e-05,no,6.0,bce,"(40, 20, 10)",0.7046762146260767
15.0,64.0,1e-05,no,6.0,bce,"(60, 30, 15)",0.6893076062430912
15.0,64.0,1e-05,no,6.0,wbce,"(20, 10, 5)",0.6435054399806629
15.0,64.0,1e-05,no,6.0,wbce,"(40, 20, 10)",0.6726290133317381
15.0,64.0,1e-05,no,6.0,wbce,"(60, 30, 15)",0.6794274624020747
15.0,64.0,1e-05,no,9.0,bce,"(20, 10, 5)",0.6742156338786581
15.0,64.0,1e-05,no,9.0,bce,"(40, 20, 10)",0.695424844416602
15.0,64.0,1e-05,no,9.0,bce,"(60, 30, 15)",0.6949693981415134
15.0,64.0,1e-05,no,9.0,wbce,"(20, 10, 5)",0.6575209578566067
15.0,64.0,1e-05,no,9.0,wbce,"(40, 20, 10)",0.6737653903324933
15.0,64.0,1e-05,no,9.0,wbce,"(60, 30, 15)",0.689295576355201
15.0,64.0,1e-05,no,12.0,bce,"(20, 10, 5)",0.6815327732678823
15.0,64.0,1e-05,no,12.0,bce,"(40, 20, 10)",0.7258612943749787
15.0,64.0,1e-05,no,12.0,bce,"(60, 30, 15)",0.7198226919057276
15.0,64.0,1e-05,no,12.0,wbce,"(20, 10, 5)",0.6580525318705646
15.0,64.0,1e-05,no,12.0,wbce,"(40, 20, 10)",0.6622946891589011
15.0,64.0,1e-05,no,12.0,wbce,"(60, 30, 15)",0.6977489078168433
20.0,16.0,0.001,yes,6.0,bce,"(20, 10, 5)",0.7655453887276957
