epochs,batch_size,init_lr,lr_red,model_depth,loss,kernel_size,auc
15.0,32.0,1e-05,yes,9.0,wbce,"(60, 30, 15)",0.6269554963577425
15.0,32.0,1e-05,yes,12.0,bce,"(20, 10, 5)",0.6162743189974952
15.0,32.0,1e-05,yes,12.0,bce,"(40, 20, 10)",0.6298757984043589
15.0,32.0,1e-05,yes,12.0,bce,"(60, 30, 15)",0.6278358681885488
15.0,32.0,1e-05,yes,12.0,wbce,"(20, 10, 5)",0.5461515922120329
15.0,32.0,1e-05,yes,12.0,wbce,"(40, 20, 10)",0.5572403074187009
15.0,32.0,1e-05,yes,12.0,wbce,"(60, 30, 15)",0.571978287067164
15.0,32.0,1e-05,no,6.0,bce,"(20, 10, 5)",0.8015887708314119
15.0,32.0,1e-05,no,6.0,bce,"(40, 20, 10)",0.835716594586765
15.0,32.0,1e-05,no,6.0,bce,"(60, 30, 15)",0.861536322938652
15.0,32.0,1e-05,no,6.0,wbce,"(20, 10, 5)",0.8064820737841623
15.0,32.0,1e-05,no,6.0,wbce,"(40, 20, 10)",0.8147541989758963
15.0,32.0,1e-05,no,6.0,wbce,"(60, 30, 15)",0.8316385431213863
15.0,32.0,1e-05,no,9.0,bce,"(20, 10, 5)",0.8297660978336904
15.0,32.0,1e-05,no,9.0,bce,"(40, 20, 10)",0.8639547524830183
15.0,32.0,1e-05,no,9.0,bce,"(60, 30, 15)",0.8706109006413038
15.0,32.0,1e-05,no,9.0,wbce,"(20, 10, 5)",0.8137247461516907
15.0,32.0,1e-05,no,9.0,wbce,"(40, 20, 10)",0.8403361996508764
15.0,32.0,1e-05,no,9.0,wbce,"(60, 30, 15)",0.8595436902309229
15.0,32.0,1e-05,no,12.0,bce,"(20, 10, 5)",0.8399398223007388
15.0,32.0,1e-05,no,12.0,bce,"(40, 20, 10)",0.8626025102531392
15.0,32.0,1e-05,no,12.0,bce,"(60, 30, 15)",0.8587376080187051
15.0,32.0,1e-05,no,12.0,wbce,"(20, 10, 5)",0.8391850809403021
15.0,32.0,1e-05,no,12.0,wbce,"(40, 20, 10)",0.8557932950655798
15.0,32.0,1e-05,no,12.0,wbce,"(60, 30, 15)",0.8480242523073805
15.0,64.0,0.001,yes,6.0,bce,"(20, 10, 5)",0.8489273369487322
15.0,64.0,0.001,yes,6.0,bce,"(40, 20, 10)",0.8786668877959142
15.0,64.0,0.001,yes,6.0,bce,"(60, 30, 15)",0.8847698256834212
15.0,64.0,0.001,yes,6.0,wbce,"(20, 10, 5)",0.8263071576280009
15.0,64.0,0.001,yes,6.0,wbce,"(40, 20, 10)",0.8564733071379461
15.0,64.0,0.001,yes,6.0,wbce,"(60, 30, 15)",0.8689545334650631
15.0,64.0,0.001,yes,9.0,bce,"(20, 10, 5)",0.8642728521809099
15.0,64.0,0.001,yes,9.0,bce,"(40, 20, 10)",0.8861590476279982
15.0,64.0,0.001,yes,9.0,bce,"(60, 30, 15)",0.8906009512571482
15.0,64.0,0.001,yes,9.0,wbce,"(20, 10, 5)",0.8594771649059462
15.0,64.0,0.001,yes,9.0,wbce,"(40, 20, 10)",0.8595319472590628
15.0,64.0,0.001,yes,9.0,wbce,"(60, 30, 15)",0.8708294636009623
15.0,64.0,0.001,yes,12.0,bce,"(20, 10, 5)",0.8780186839421399
15.0,64.0,0.001,yes,12.0,bce,"(40, 20, 10)",0.8874003021194561
15.0,64.0,0.001,yes,12.0,bce,"(60, 30, 15)",0.8893539136875791
15.0,64.0,0.001,yes,12.0,wbce,"(20, 10, 5)",0.8749028318546316
15.0,64.0,0.001,yes,12.0,wbce,"(40, 20, 10)",0.8694510548645195
15.0,64.0,0.001,yes,12.0,wbce,"(60, 30, 15)",0.8812659811002442
15.0,64.0,0.001,no,6.0,bce,"(20, 10, 5)",0.8744803420039678
15.0,64.0,0.001,no,6.0,bce,"(40, 20, 10)",0.8753181937973055
15.0,64.0,0.001,no,6.0,bce,"(60, 30, 15)",0.8483329922503288
15.0,64.0,0.001,no,6.0,wbce,"(20, 10, 5)",0.8632348971165195
15.0,64.0,0.001,no,6.0,wbce,"(40, 20, 10)",0.8730532050422776
15.0,64.0,0.001,no,6.0,wbce,"(60, 30, 15)",0.8466525226191018
15.0,64.0,0.001,no,9.0,bce,"(20, 10, 5)",0.8525779065074343
15.0,64.0,0.001,no,9.0,bce,"(40, 20, 10)",0.8398727763303726
15.0,64.0,0.001,no,9.0,bce,"(60, 30, 15)",0.8343028974192777
