epochs,batch_size,init_lr,lr_red,model_depth,loss,kernel_size,auc
15.0,32.0,0.0001,yes,12.0,bce,"(60, 30, 15)",0.6951305536729907
15.0,32.0,0.0001,yes,12.0,wbce,"(20, 10, 5)",0.6418657360196639
15.0,32.0,0.0001,yes,12.0,wbce,"(40, 20, 10)",0.6476857352684928
15.0,32.0,0.0001,yes,12.0,wbce,"(60, 30, 15)",0.6480578891987511
15.0,32.0,0.0001,no,6.0,bce,"(20, 10, 5)",0.7522931150825972
15.0,32.0,0.0001,no,6.0,bce,"(40, 20, 10)",0.7623802877633574
15.0,32.0,0.0001,no,6.0,bce,"(60, 30, 15)",0.7774891581643764
15.0,32.0,0.0001,no,6.0,wbce,"(20, 10, 5)",0.7346677209758313
15.0,32.0,0.0001,no,6.0,wbce,"(40, 20, 10)",0.7613846494618342
15.0,32.0,0.0001,no,6.0,wbce,"(60, 30, 15)",0.7398521810326756
15.0,32.0,0.0001,no,9.0,bce,"(20, 10, 5)",0.7578649578390397
15.0,32.0,0.0001,no,9.0,bce,"(40, 20, 10)",0.7522294216729204
15.0,32.0,0.0001,no,9.0,bce,"(60, 30, 15)",0.774077110796124
15.0,32.0,0.0001,no,9.0,wbce,"(20, 10, 5)",0.7220479446541824
15.0,32.0,0.0001,no,9.0,wbce,"(40, 20, 10)",0.777382961696246
15.0,32.0,0.0001,no,9.0,wbce,"(60, 30, 15)",0.7509936910515459
15.0,32.0,0.0001,no,12.0,bce,"(20, 10, 5)",0.7628232046595506
15.0,32.0,0.0001,no,12.0,bce,"(40, 20, 10)",0.7525075908432278
15.0,32.0,0.0001,no,12.0,bce,"(60, 30, 15)",0.757873203979111
15.0,32.0,0.0001,no,12.0,wbce,"(20, 10, 5)",0.7194320882599569
15.0,32.0,0.0001,no,12.0,wbce,"(40, 20, 10)",0.7333689536991366
15.0,32.0,0.0001,no,12.0,wbce,"(60, 30, 15)",0.7372527613631993
15.0,32.0,1e-05,yes,6.0,bce,"(20, 10, 5)",0.5834789580176408
15.0,32.0,1e-05,yes,6.0,bce,"(40, 20, 10)",0.5990807109563424
15.0,32.0,1e-05,yes,6.0,bce,"(60, 30, 15)",0.6340293401072593
15.0,32.0,1e-05,yes,6.0,wbce,"(20, 10, 5)",0.6365124614663092
15.0,32.0,1e-05,yes,6.0,wbce,"(40, 20, 10)",0.5940914627160931
15.0,32.0,1e-05,yes,6.0,wbce,"(60, 30, 15)",0.5995730979038502
15.0,32.0,1e-05,yes,9.0,bce,"(20, 10, 5)",0.5824941031227236
15.0,32.0,1e-05,yes,9.0,bce,"(40, 20, 10)",0.611054417746321
15.0,32.0,1e-05,yes,9.0,bce,"(60, 30, 15)",0.593732169295296
15.0,32.0,1e-05,yes,9.0,wbce,"(20, 10, 5)",0.6102962424648715
15.0,32.0,1e-05,yes,9.0,wbce,"(40, 20, 10)",0.5860931438213725
15.0,32.0,1e-05,yes,9.0,wbce,"(60, 30, 15)",0.6364356117518694
15.0,32.0,1e-05,yes,12.0,bce,"(20, 10, 5)",0.5825620073219792
15.0,32.0,1e-05,yes,12.0,bce,"(40, 20, 10)",0.610948135772343
15.0,32.0,1e-05,yes,12.0,bce,"(60, 30, 15)",0.6133579594958313
15.0,32.0,1e-05,yes,12.0,wbce,"(20, 10, 5)",0.6123311610405925
15.0,32.0,1e-05,yes,12.0,wbce,"(40, 20, 10)",0.6109244390646932
15.0,32.0,1e-05,yes,12.0,wbce,"(60, 30, 15)",0.634354447834824
15.0,32.0,1e-05,no,6.0,bce,"(20, 10, 5)",0.6625669297517577
15.0,32.0,1e-05,no,6.0,bce,"(40, 20, 10)",0.6781418968484756
15.0,32.0,1e-05,no,6.0,bce,"(60, 30, 15)",0.7025314342968206
15.0,32.0,1e-05,no,6.0,wbce,"(20, 10, 5)",0.6387037741593651
15.0,32.0,1e-05,no,6.0,wbce,"(40, 20, 10)",0.6568792176009125
15.0,32.0,1e-05,no,6.0,wbce,"(60, 30, 15)",0.6672335549020008
15.0,32.0,1e-05,no,9.0,bce,"(20, 10, 5)",0.6725585135230426
15.0,32.0,1e-05,no,9.0,bce,"(40, 20, 10)",0.7049317421476986
15.0,32.0,1e-05,no,9.0,bce,"(60, 30, 15)",0.6951952434594578
